scenario,region,variables,unit,2019,2050
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Extensive reindustrialization - N2,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Reference - M0,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Reference - M0,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Reference - M0,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Reference - M0,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Reference - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Reference - M0,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Reference - M0,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Reference - M0,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Reference - M1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Reference - M1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Reference - M1,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Reference - M1,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Reference - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Reference - M1,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Reference - M1,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Reference - M1,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Reference - M23,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Reference - M23,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Reference - M23,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Reference - M23,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Reference - M23,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Reference - M23,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Reference - M23,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Reference - M23,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Reference - M23,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Reference - N1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Reference - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Reference - N1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Reference - N1,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Reference - N1,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Reference - N1,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Reference - N1,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Reference - N1,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Reference - N1,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Reference - N2,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Reference - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Reference - N2,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Reference - N2,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Reference - N2,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Reference - N2,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Reference - N2,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Reference - N2,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Reference - N2,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Reference - N03,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Reference - N03,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Reference - N03,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Reference - N03,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Reference - N03,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Reference - N03,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Reference - N03,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Reference - N03,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Reference - N03,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Sobriety - M0,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Sobriety - M0,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Sobriety - M0,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Sobriety - M0,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Sobriety - M0,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M0,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Sobriety - M1,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Sobriety - M1,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Ammonia|Co-produced|Ammonia,TWh/year,0.5,0.5
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Electrolysis,TWh/year,1,1
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Steam methane reforming,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Coking,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Chlore,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Chemicals,TWh/year,0.6,0.6
Sobriety - M1,FR,Production|Hydrogen|Chemicals|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Steel|Electrolysis,TWh/year,5,5
Sobriety - M1,FR,Production|Hydrogen|Steel|Steam methane reforming,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Steel|Co-produced|Coking,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Steel|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Steel|Co-produced|Chlore,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Steel|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Steel|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Others|Electrolysis,TWh/year,0.3,0.3
Sobriety - M1,FR,Production|Hydrogen|Others|Steam methane reforming,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Others|Co-produced|Coking,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Others|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Others|Co-produced|Chlore,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Others|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M1,FR,Production|Hydrogen|Others|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Refineries|Electrolysis,TWh/year,0.9,0.9
Sobriety - M23,FR,Production|Hydrogen|Refineries|Steam methane reforming,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Refineries|Co-produced|Coking,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Refineries|Co-produced|Oil refining,TWh/year,1.9,1.9
Sobriety - M23,FR,Production|Hydrogen|Refineries|Co-produced|Chlore,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Refineries|Co-produced|Chemicals,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Refineries|Co-produced|Ammonia,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Ammonia|Electrolysis,TWh/year,4.9,4.9
Sobriety - M23,FR,Production|Hydrogen|Ammonia|Steam methane reforming,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Coking,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Oil refining,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Chlore,TWh/year,0,0
Sobriety - M23,FR,Production|Hydrogen|Ammonia|Co-produced|Chemicals,TWh/year,0,0
